"정본CSV행번호","업소명","시도","시군구","소재지도로명주소","소재지지번주소","혜택검토보고서","혜택검토판정","좌표감사판정","좌표감사사유","권장좌표검증상태","최초POI조회어","POI조회어","POI조회방식","POI상호","POI도로명주소","POI지번주소","감사제안위도","감사제안경도","좌표출처URL","우선순위","검토작업","검토결정","정본반영여부","검토메모"
"75","두둑한한판","경기도","파주시","파주시 광탄면 보광로 646","경기도 파주시 광탄면 영장리 357-10","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","두둑한한판 파주시 광탄면 보광로 646","두둑한한판 파주시 광탄면 보광로 646","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"397","두지리별장매운탕","경기도","파주시","파주시 적성면 술이홀로2316번길 18","경기도 파주시 적성면 두지리 94-9","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","두지리별장매운탕 파주시 적성면 술이홀로2316번길 18","두지리별장매운탕 파주시 적성면 술이홀로2316번길 18","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"439","디엠지라운지(DMZ LOUNGE)","경기도","파주시","파주시 탄현면 새오리로161번길 90","","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","디엠지라운지(DMZ LOUNGE) 파주시 탄현면 새오리로161번길 90","디엠지라운지(DMZ LOUNGE) 파주시 탄현면 새오리로161번길 90","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"206","또봉이통닭(문산점)","경기도","파주시","파주시 문산읍 봉미로 19","경기도 파주시 문산읍 선유리 907-2","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","또봉이통닭(문산점) 파주시 문산읍 봉미로 19","또봉이통닭(문산점) 파주시 문산읍 봉미로 19","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"380","또오리","경기도","파주시","파주시 경의로 999-1 (야당동)","경기도 파주시 야당동 466-77","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","또오리 파주시 경의로 999-1 (야당동)","또오리 파주시 경의로 999-1 (야당동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"193","라헬헤어","경기도","파주시","파주시 문산읍 문향로75번길 19-12 1층 일부","경기도 파주시 문산읍 문산리 73-29","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","라헬헤어 파주시 문산읍 문향로75번길 19-12 1층 일부","라헬헤어 파주시 문산읍 문향로75번길 19-12 1층 일부","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"245","로얄치킨/곱창매니아","경기도","파주시","파주시 법원읍 술이홀로 890-3","경기도 파주시 법원읍 대능리 89-16","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","로얄치킨/곱창매니아 파주시 법원읍 술이홀로 890-3","로얄치킨/곱창매니아 파주시 법원읍 술이홀로 890-3","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"443","로즈헤어샾","경기도","파주시","파주시 파주읍 파발로 4","경기도 파주시 파주읍 파주리 441-13","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","로즈헤어샾 파주시 파주읍 파발로 4","로즈헤어샾 파주시 파주읍 파발로 4","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"385","말랭이국수","경기도","파주시","파주시 월롱면 통일로 725 1층 일부","경기도 파주시 월롱면 영태리 525-36","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","말랭이국수 파주시 월롱면 통일로 725 1층 일부","말랭이국수 파주시 월롱면 통일로 725 1층 일부","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"207","말랭이비빔국수","경기도","파주시","파주시 문산읍 방촌로 1463","경기도 파주시 문산읍 내포리 553-4","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","말랭이비빔국수 파주시 문산읍 방촌로 1463","말랭이비빔국수 파주시 문산읍 방촌로 1463","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"398","명랑핫도그 적성점","경기도","파주시","파주시 적성면 청송로 1022 1층","경기도 파주시 적성면 마지리 62-30","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","명랑핫도그 적성점 파주시 적성면 청송로 1022 1층","명랑핫도그 적성점 파주시 적성면 청송로 1022 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"201","모텔청화","경기도","파주시","파주시 문산읍 문향로 69-15","경기도 파주시 문산읍 문산리 61-78","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","모텔청화 파주시 문산읍 문향로 69-15","모텔청화 파주시 문산읍 문향로 69-15","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"231","미미미용실","경기도","파주시","파주시 법원읍 술이홀로 869 1층","경기도 파주시 법원읍 대능리 94-105","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","미미미용실 파주시 법원읍 술이홀로 869 1층","미미미용실 파주시 법원읍 술이홀로 869 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"112","미술관속 족발집","경기도","파주시","파주시 한마음1길 43 (금촌동) 2층","경기도 파주시 금촌동 960-7","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","미술관속 족발집 파주시 한마음1길 43 (금촌동) 2층","미술관속 족발집 파주시 한마음1길 43 (금촌동) 2층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"84","민바리매운탕","경기도","파주시","파주시 쌀뚜기길 44-42 (문발동)","경기도 파주시 문발동 223-5","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","민바리매운탕 파주시 쌀뚜기길 44-42 (문발동)","민바리매운탕 파주시 쌀뚜기길 44-42 (문발동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"247","바다수퍼 해물천하 조개구이.찜","경기도","파주시","파주시 법원읍 사임당로 820","경기도 파주시 법원읍 대능리 94-144","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","바다수퍼 해물천하 조개구이.찜 파주시 법원읍 사임당로 820","바다수퍼 해물천하 조개구이.찜 파주시 법원읍 사임당로 820","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"208","바른생고기정육점 소풍정육식당","경기도","파주시","파주시 문산읍 문향로 12 1~2층","경기도 파주시 문산읍 문산리 17-522","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","바른생고기정육점 소풍정육식당 파주시 문산읍 문향로 12 1~2층","바른생고기정육점 소풍정육식당 파주시 문산읍 문향로 12 1~2층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"446","바리루스","경기도","파주시","파주시 파주읍 봉서산로 245 2층 일부호","경기도 파주시 파주읍 봉암리 3-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","바리루스 파주시 파주읍 봉서산로 245 2층 일부호","바리루스 파주시 파주읍 봉서산로 245 2층 일부호","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"105","바삭옛날통닭","경기도","파주시","파주시 새꽃로 25 (금촌동) 103호","","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","바삭옛날통닭 파주시 새꽃로 25 (금촌동) 103호","바삭옛날통닭 파주시 새꽃로 25 (금촌동) 103호","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"209","박여사미락감자탕","경기도","파주시","파주시 문산읍 봉미로 9","경기도 파주시 문산읍 선유리 945-7","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","박여사미락감자탕 파주시 문산읍 봉미로 9","박여사미락감자탕 파주시 문산읍 봉미로 9","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"194","박준 뷰티랩","경기도","파주시","파주시 문산읍 방촌로 1719","경기도 파주시 문산읍 당동리 899","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","박준 뷰티랩 파주시 문산읍 방촌로 1719","박준 뷰티랩 파주시 문산읍 방촌로 1719","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"210","밥꼬 문산점","경기도","파주시","파주시 문산읍 문향로67번길 15 1층","경기도 파주시 문산읍 문산리 61-28","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","밥꼬 문산점 파주시 문산읍 문향로67번길 15 1층","밥꼬 문산점 파주시 문산읍 문향로67번길 15 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"378","밥꼬 운정점","경기도","파주시","파주시 산내로104번길 21-3 (목동동) 1층","경기도 파주시 목동동 971-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","밥꼬 운정점 파주시 산내로104번길 21-3 (목동동) 1층","밥꼬 운정점 파주시 산내로104번길 21-3 (목동동) 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"232","백합미용실","경기도","파주시","파주시 법원읍 사임당로 815 1층","경기도 파주시 법원읍 대능리 94-58","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","백합미용실 파주시 법원읍 사임당로 815 1층","백합미용실 파주시 법원읍 사임당로 815 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"424","베로키오","경기도","파주시","파주시 탄현면 새오리로 74","경기도 파주시 탄현면 성동리 87-3","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","베로키오 파주시 탄현면 새오리로 74","베로키오 파주시 탄현면 새오리로 74","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"416","벨리타","경기도","파주시","파주시 탄현면 새오리로161번길 53-28","경기도 파주시 탄현면 성동리 124-50","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","벨리타 파주시 탄현면 새오리로161번길 53-28","벨리타 파주시 탄현면 새오리로161번길 53-28","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"425","복드림한우고기","경기도","파주시","파주시 탄현면 새오리로 48","경기도 파주시 탄현면 성동리 67-12","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","복드림한우고기 파주시 탄현면 새오리로 48","복드림한우고기 파주시 탄현면 새오리로 48","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"212","북촌손만두 파주문산점","경기도","파주시","파주시 문산읍 우계로 424 1층 110호","경기도 파주시 문산읍 선유리 611-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","북촌손만두 파주문산점 파주시 문산읍 우계로 424 1층 110호","북촌손만두 파주문산점 파주시 문산읍 우계로 424 1층 110호","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"384","브런치빈 파주점","경기도","파주시","파주시 경의로 1090 (야당동) 802,803호","경기도 파주시 야당동 1072-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","브런치빈 파주점 파주시 경의로 1090 (야당동) 802,803호","브런치빈 파주점 파주시 경의로 1090 (야당동) 802","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"374","비비큐 파주운정스타필드점","경기도","파주시","파주시 경의로1240번길 14-11 (와동동)","경기도 파주시 와동동 1438","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","비비큐 파주운정스타필드점 파주시 경의로1240번길 14-11 (와동동)","비비큐 파주운정스타필드점 파주시 경의로1240번길 14-11 (와동동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"399","산아래","경기도","파주시","파주시 적성면 감악산로1241번길 56","경기도 파주시 적성면 구읍리 577-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","산아래 파주시 적성면 감악산로1241번길 56","산아래 파주시 적성면 감악산로1241번길 56","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"213","삼겹살에 소주한잔","경기도","파주시","파주시 문산읍 문향로84번길 2 2층","경기도 파주시 문산읍 문산리 17-45","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","삼겹살에 소주한잔 파주시 문산읍 문향로84번길 2 2층","삼겹살에 소주한잔 파주시 문산읍 문향로84번길 2 2층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"381","삼산회관 파주야당점","경기도","파주시","파주시 경의로 1030 (야당동) 1층 107호","경기도 파주시 야당동 1050","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","삼산회관 파주야당점 파주시 경의로 1030 (야당동) 1층 107호","삼산회관 파주야당점 파주시 경의로 1030 (야당동) 1층 107호","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"414","샤브올데이 파주봉일천점","경기도","파주시","파주시 조리읍 통일로 292 1층","경기도 파주시 조리읍 봉일천리 215-10","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","샤브올데이 파주봉일천점 파주시 조리읍 통일로 292 1층","샤브올데이 파주봉일천점 파주시 조리읍 통일로 292 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"106","소담촌","경기도","파주시","파주시 후곡로 19 (금촌동) 3층 전부","경기도 파주시 금촌동 953-5","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","소담촌 파주시 후곡로 19 (금촌동) 3층 전부","소담촌 파주시 후곡로 19 (금촌동) 3층 전부","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"113","소스와 꼬꼬","경기도","파주시","파주시 한마음1길 40 (금촌동)","경기도 파주시 금촌동 959-11","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","소스와 꼬꼬 파주시 한마음1길 40 (금촌동)","소스와 꼬꼬 파주시 한마음1길 40 (금촌동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"233","솔리드헤어","경기도","파주시","파주시 법원읍 사임당로 832-2 1층","경기도 파주시 법원읍 대능리 85-13","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","솔리드헤어 파주시 법원읍 사임당로 832-2 1층","솔리드헤어 파주시 법원읍 사임당로 832-2 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"382","숙성사돈 운정역점","경기도","파주시","파주시 경의로1240번길 15 (와동동) 유은타워9차 101, 102호","경기도 파주시 야당동 1064","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","숙성사돈 운정역점 파주시 경의로1240번길 15 (와동동) 유은타워9차 101, 102호","숙성사돈 운정역점 파주시 경의로1240번길 15 (와동동) 유은타워9차 101","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"250","숙성사돈 파주 법원리 본점","경기도","파주시","파주시 법원읍 술이홀로 888-2 1층","경기도 파주시 법원읍 대능리 89-20","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","숙성사돈 파주 법원리 본점 파주시 법원읍 술이홀로 888-2 1층","숙성사돈 파주 법원리 본점 파주시 법원읍 술이홀로 888-2 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"77","숙성사돈 파주광탄점","경기도","파주시","파주시 광탄면 큰여울길 8-1","경기도 파주시 광탄면 신산리 188-97","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","숙성사돈 파주광탄점 파주시 광탄면 큰여울길 8-1","숙성사돈 파주광탄점 파주시 광탄면 큰여울길 8-1","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"78","신나는 등갈비 엔 닭발","경기도","파주시","파주시 광탄면 혜음로 1117-1 1층","경기도 파주시 광탄면 신산리 224-12","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","신나는 등갈비 엔 닭발 파주시 광탄면 혜음로 1117-1 1층","신나는 등갈비 엔 닭발 파주시 광탄면 혜음로 1117-1 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"234","신디헤어","경기도","파주시","파주시 법원읍 사임당로 850-2 1층","경기도 파주시 법원읍 대능리 81-40","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","신디헤어 파주시 법원읍 사임당로 850-2 1층","신디헤어 파주시 법원읍 사임당로 850-2 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"251","신양꼬치&마라탕","경기도","파주시","파주시 법원읍 술이홀로 868-2 1층","경기도 파주시 법원읍 대능리 97-8","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","신양꼬치&마라탕 파주시 법원읍 술이홀로 868-2 1층","신양꼬치&마라탕 파주시 법원읍 술이홀로 868-2 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"217","쑝쑝돈까스 문산점","경기도","파주시","파주시 문산읍 문향로67번길 10 1층","경기도 파주시 문산읍 문산리 61-65","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","쑝쑝돈까스 문산점 파주시 문산읍 문향로67번길 10 1층","쑝쑝돈까스 문산점 파주시 문산읍 문향로67번길 10 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"196","씨케이미용실(CK 헤어)","경기도","파주시","파주시 문산읍 당동2로 11-5","경기도 파주시 문산읍 당동리 889-2","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","씨케이미용실(CK 헤어) 파주시 문산읍 당동2로 11-5","씨케이미용실(CK 헤어) 파주시 문산읍 당동2로 11-5","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"453","아비숑","경기도","파주시","파주시 파평면 화석정로126번길 122-35","경기도 파주시 파평면 율곡리 479","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","아비숑 파주시 파평면 화석정로126번길 122-35","아비숑 파주시 파평면 화석정로126번길 122-35","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"219","아서원","경기도","파주시","파주시 문산읍 문향로49번길 20","경기도 파주시 문산읍 문산리 10-206","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","아서원 파주시 문산읍 문향로49번길 20","아서원 파주시 문산읍 문향로49번길 20","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"459","앵무새카페","경기도","파주시","파주시 파평면 파평산로363번길 32-9","경기도 파주시 파평면 두포리 121","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","앵무새카페 파주시 파평면 파평산로363번길 32-9","앵무새카페 파주시 파평면 파평산로363번길 32-9","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"383","양복점 파주야당점","경기도","파주시","파주시 소리천로8번길 36 (야당동) 106~107호","경기도 파주시 야당동 1064","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","양복점 파주야당점 파주시 소리천로8번길 36 (야당동) 106~107호","양복점 파주야당점 파주시 소리천로8번길 36 (야당동) 106~107호","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
