"rnum","업소명","주소","전화번호","혜택유형","처리상태","좌표출처","좌표검증상태","위도","경도","반환주소","검토메모"
"1598","백년안경","서울특별시중구마른내로34(초동, (1층))","02-2272-7888","할인","REUSED","네이버 Geocoding API","확인 완료","37.5642426","126.9917013","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1599","성모 안경 콘택트 쌍문역점","서울특별시도봉구도봉로483(쌍문동)","02-990-0858","할인","REUSED","네이버 Geocoding API","확인 완료","37.6489372","127.0345524","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1600","경희안경원","서울특별시용산구이태원로22(용산동3가, (국방부종합민원실 지하))","02-049-0079","할인","REUSED","네이버 Geocoding API","확인 완료","37.5336495","126.9775963","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1601","안경박사 장안점","서울특별시동대문구사가정로214(장안동)","02-2214-2284","할인","REUSED","네이버 Geocoding API","확인 완료","37.5784912","127.0687738","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1602","굿모닝안경","서울특별시중구남대문시장길61- 0(회현동1가)","02-773-0049","할인","REUSED","네이버 Geocoding API","확인 완료","37.5607302","126.979443","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1603","경희안경콘택트","서울특별시동대문구이문로43- 0(회기동)","02-967-7735","할인","REUSED","네이버 Geocoding API","확인 완료","37.5913014","127.0566291","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1604","봄안경","서울특별시은평구서오릉로138(대조동)","02-308-7770","할인","REUSED","네이버 Geocoding API","확인 완료","37.6111905","126.9178298","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1605","그랑프리안경원 중계점","서울특별시노원구한글비석로242(중계동, (삼부프라자 120호))","02-933-1501","할인","REUSED","네이버 Geocoding API","확인 완료","37.6492399","127.0769853","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1606","마리안경","서울특별시용산구청파로47길42- 1(청파동2가)","02-704-0326","할인","REUSED","네이버 Geocoding API","확인 완료","37.5448269","126.9680052","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1607","안경진정성 태릉입구점","서울특별시노원구동일로1019(공릉동, (1층 좌측코너점포))","0507-1314-4751","할인","REUSED","네이버 Geocoding API","확인 완료","37.621105","127.0742011","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1608","성원안경원","서울특별시용산구한강대로77길4(갈월동)","02-714-7953","할인","REUSED","네이버 Geocoding API","확인 완료","37.5422847","126.9723794","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1609","란안경","서울특별시광진구아차산로387(구의동, (101호))","02-456-0110","할인","REUSED","네이버 Geocoding API","확인 완료","37.5372362","127.0858163","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1610","글라스미 렌즈미 종암점","서울특별시성북구종암로107(종암동, (1층))","02-915-3663","할인","REUSED","네이버 Geocoding API","확인 완료","37.599689","127.0338649","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1611","푸른안경원","서울특별시성북구장월로3길1(상월곡동, (다누프라자 B03호))","02-941-7791","할인","REUSED","네이버 Geocoding API","확인 완료","37.607878","127.0470329","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1612","렌즈미 석계역점","서울특별시성북구한천로78길68(석관동)","02-962-8766","할인","REUSED","네이버 Geocoding API","확인 완료","37.6134549","127.0652266","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1613","우리들안경콘택트 월곡점","서울특별시성북구화랑로76(하월곡동, (1층 108-1호))","02-911-6363","할인","REUSED","네이버 Geocoding API","확인 완료","37.6018278","127.0404635","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1614","글라스뷰 안경&콘택트렌즈","서울특별시성북구안암로77(안암동5가, (1층))","02-927-1230","할인","REUSED","네이버 Geocoding API","확인 완료","37.5831975","127.0297051","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1615","밝은안경콘택트렌즈","서울특별시용산구회나무로18(이태원동)","02-797-2030","할인","REUSED","네이버 Geocoding API","확인 완료","37.5389255","126.9888525","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1616","보고싶다","서울특별시성북구고려대로94(안암동5가, (1층))","02-928-1008","할인","REUSED","네이버 Geocoding API","확인 완료","37.5861481","127.0298039","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1617","으뜸플러스안경 노원점","서울특별시노원구노해로81길16(상계동, (화랑상가 2층))","070-7645-4949","할인","REUSED","네이버 Geocoding API","확인 완료","37.6556099","127.0628825","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1621","이기대안경 홍대점","서울특별시마포구독막로56(합정동, (1층))","02-322-0822","할인","REUSED","네이버 Geocoding API","확인 완료","37.5475859","126.9195831","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1622","안경박사 미아점","서울특별시강북구도봉로245(미아동, (수메디칼빌딩))","02-982-0084","할인","REUSED","네이버 Geocoding API","확인 완료","37.630305","127.0242706","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1623","으뜸50안경 녹번점","서울특별시은평구은평로235- 1(녹번동, (2층))","0507-1489-5058","할인","REUSED","네이버 Geocoding API","확인 완료","37.601176","126.9340311","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1624","글라스월드수제안경","서울특별시성북구성북로2길48(동소문동1가, (1층))","02-741-5055","할인","REUSED","네이버 Geocoding API","확인 완료","37.5897992","127.008391","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1625","아이비스 안경 아차산점","서울특별시광진구영화사로54(중곡동, (1층))","02-3436-1001","할인","REUSED","네이버 Geocoding API","확인 완료","37.5554823","127.09229","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1626","다비치안경 응암이마트옆점","서울특별시은평구은평로99(응암동, (1층))","02-353-1357","할인","REUSED","네이버 Geocoding API","확인 완료","37.5999337","126.9187415","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1627","모닝아이 안경원","서울특별시광진구뚝섬로621(자양동, (1층))","02-3437-2789","할인","REUSED","네이버 Geocoding API","확인 완료","37.5324211","127.0787752","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1628","Good안경","서울특별시도봉구노해로137(쌍문동)","02-990-3333","할인","REUSED","네이버 Geocoding API","확인 완료","37.6472464","127.0253869","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1629","심안경","서울특별시강동구풍성로130(성내동, (해바라기상가 106호))","02-486-9009","할인","REUSED","네이버 Geocoding API","확인 완료","37.5314695","127.1265552","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1630","아이리스안경원","서울특별시용산구청파로47길47(청파동3가, (1층))","02-718-4321","할인","REUSED","네이버 Geocoding API","확인 완료","37.5446142","126.9677814","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1631","바라봄안경","서울특별시노원구동일로1529(상계동, (105호, 마들역 6번출구 바로앞,기업은행옆))","02-934-1212","할인","REUSED","네이버 Geocoding API","확인 완료","37.6651043","127.0573299","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1632","안경공장쇼룸","서울특별시은평구증산로305(증산동)","02-307-0015","할인","REUSED","네이버 Geocoding API","확인 완료","37.5843756","126.9098299","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1633","안다미로","경기도안양시 동안구평촌대로440(비산동)","010-9393-4823","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4099801","126.9509207","경기도 안양시 동안구 평촌대로 440","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1634","머리쟁이","경기도안양시 동안구관악대로106번길77- 0(비산동)","031-383-5757","할인","MATCHED","네이버 Geocoding API","확인 완료","37.3984214","126.9389864","경기도 안양시 동안구 관악대로106번길 77 비산롯데캐슬 상가동","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1635","제이제이마야","경기도군포시흥안대로27번길14- 16(금정동)","031-8068-3388","기타","REUSED","네이버 Geocoding API","확인 완료","37.3681659","126.9487574","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1636","바른본치과","경기도수원시 권선구효원로904층 (세류동)","031-234-2080","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1638","페이보릿커피","경기도안양시 만안구안양천서로177상가1동36호2층 (안양동)","0507-1466-5881","할인","MATCHED","네이버 Geocoding API","확인 완료","37.3940293","126.9336533","경기도 안양시 만안구 안양천서로 177 래미안 안양 메가트리아","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1639","구운몽","경기도안양시 동안구시민대로167105동1호(비산동, 안양벤처텔)","387-9889","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1640","세종안경","서울특별시광진구능동로209(군자동, (군자관 1층))","02-468-9442","할인","REUSED","네이버 Geocoding API","확인 완료","37.5514705","127.073884","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1641","으뜸50안경 문정역점","서울특별시송파구법원로128(문정동, (C동 1층, 122호))","02-407-5052","할인","REUSED","네이버 Geocoding API","확인 완료","37.4868641","127.120416","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1642","다비치안경 보청기 천호역점","서울특별시강동구올림픽로659(천호동, (1층))","02-484-2003","할인","REUSED","네이버 Geocoding API","확인 완료","37.540306","127.1235823","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1643","아이빛나안경원","서울특별시송파구송파대로98(문정동, (2층))","02-402-0078","할인","REUSED","네이버 Geocoding API","확인 완료","37.479711","127.1261982","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1644","으뜸50안경 신림1호점","서울특별시관악구신림로344(신림동, (3층, 308호))","02-859-3331","할인","REUSED","네이버 Geocoding API","확인 완료","37.4851585","126.9299942","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1645","윤안경","서울특별시중랑구동일로143길19(중화동)","02-2207-7813","할인","REUSED","네이버 Geocoding API","확인 완료","37.6050111","127.0776285","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1646","킨안경 우장산역점","서울특별시강서구강서로242(화곡동, (강서힐스테이트 상가동 111,112호))","02-2603-8002","할인","REUSED","네이버 Geocoding API","확인 완료","37.5473848","126.8367634","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1647","압구정에스앤비안과의원","서울특별시강남구논현로842(신사동, (압구정빌딩 9층))","02-3446-6666","할인","REUSED","네이버 Geocoding API","확인 완료","37.5240509","127.0287459","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1658","으뜸50안경 신림3호점","서울특별시관악구남부순환로1594(신림동, (2층))","02-888-8022","할인","REUSED","네이버 Geocoding API","확인 완료","37.4837431","126.9277647","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1659","아이엠벨리 안경원","서울특별시강서구마곡서1로115- 1(마곡동, (110호))","02-2665-6405","할인","REUSED","네이버 Geocoding API","확인 완료","37.5667077","126.8185711","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1660","밝은안경","서울특별시관악구남부순환로2062(남현동)","02-523-2123","할인","REUSED","네이버 Geocoding API","확인 완료","37.4763977","126.9777939","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1661","안경과사람들","서울특별시성북구오패산로46(하월곡동, (두산위브상가 134호))","02-911-1011","할인","REUSED","네이버 Geocoding API","확인 완료","37.6070692","127.0387215","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1662","까만안경 동부시장점","서울특별시중랑구망우로32길13(상봉동)","02-2207-4774","할인","REUSED","네이버 Geocoding API","확인 완료","37.5932966","127.0767358","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1663","라운즈 교보문고 강남","서울특별시서초구강남대로465(서초동, (지하 1층))","02-3478-0142","할인","REUSED","네이버 Geocoding API","확인 완료","37.5037825","127.0241334","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1664","하브안경","서울특별시강서구등촌로5길80(화곡동, (신라쇼핑센터 건물 1층 (시장길)))","02-2644-8785","할인","REUSED","네이버 Geocoding API","확인 완료","37.5330691","126.8589551","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1665","새틀안경","서울특별시양천구목동중앙본로107(목동)","02-6408-2500","할인","REUSED","네이버 Geocoding API","확인 완료","37.5451643","126.8706287","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1666","안경상회 서일대점","서울특별시중랑구용마산로427- 91(면목동, (1층))","02-493-1749","할인","REUSED","네이버 Geocoding API","확인 완료","37.5895919","127.0967757","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1667","씨웰안경원","서울특별시서대문구가재울로4길57- 2(남가좌동)","02-302-5119","할인","REUSED","네이버 Geocoding API","확인 완료","37.5762712","126.9244604","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1668","다비치안경 발산역점","서울특별시강서구공항대로281(등촌동, (1층))","02-2668-1118","할인","REUSED","네이버 Geocoding API","확인 완료","37.5588718","126.8389063","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1669","나래안경","서울특별시은평구불광로42(불광동)","02-357-0013","할인","REUSED","네이버 Geocoding API","확인 완료","37.611194","126.9305148","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1670","그랑프리안경 목동점","서울특별시양천구목동중앙본로7길45(목동, (보미리즌빌 1층))","0507-1328-2925","할인","REUSED","네이버 Geocoding API","확인 완료","37.5391445","126.8664038","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1671","아이스타안경원(강북)","서울특별시강북구솔샘로237(미아동, (1층))","02-980-4132","할인","REUSED","네이버 Geocoding API","확인 완료","37.6201187","127.0192683","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1672","남대문안경원","서울특별시관악구남부순환로1741(봉천동, (2층))","02-887-7018","할인","REUSED","네이버 Geocoding API","확인 완료","37.4825626","126.9436246","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1673","으뜸50안경 불광점","서울특별시은평구통일로741- 1(대조동, (2층))","02-356-0050","할인","REUSED","네이버 Geocoding API","확인 완료","37.611573","126.928483","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1674","포나인안경 파리공원점","서울특별시양천구목동서로57(목동, (120호))","02-2648-7778","할인","REUSED","네이버 Geocoding API","확인 완료","37.5366423","126.8798539","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1678","루미애체안경원","서울특별시구로구경인로40길47(개봉동, (개봉역프라자 3층))","02-2686-2286","할인","REUSED","네이버 Geocoding API","확인 완료","37.4945222","126.8591026","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1679","글라스스토리 강동구청역점","서울특별시송파구토성로65(풍납동, (태양상가 103호))","02-485-8008","할인","REUSED","네이버 Geocoding API","확인 완료","37.5289127","127.1173696","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1680","디파인 안경원","서울특별시도봉구도봉로150길8(방학동, (이안테라디움 101호))","02-6082-5949","할인","REUSED","네이버 Geocoding API","확인 완료","37.6657563","127.0436389","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1681","아이온안경원","서울특별시성동구마조로30(행당동, (미진빌딩 1층 101호))","02-2299-5848","할인","REUSED","네이버 Geocoding API","확인 완료","37.5602955","127.0415017","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1682","으뜸플러스안경 서울신방화점","서울특별시강서구마곡서1로115- 1(마곡동, (116호))","02-2666-0610","할인","REUSED","네이버 Geocoding API","확인 완료","37.5667077","126.8185711","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1683","다비치안경 금천점","서울특별시금천구시흥대로415(독산동)","02-868-5679","할인","REUSED","네이버 Geocoding API","확인 완료","37.4706526","126.8976683","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1684","다비치안경 명일역점","서울특별시강동구양재대로1621(천호동)","02-479-4791","할인","REUSED","네이버 Geocoding API","확인 완료","37.5503283","127.1436225","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1685","명동아이리스안경","서울특별시중구남대문로67(남대문로2가, (명동지하상가 나-3))","02-776-9009","할인","REUSED","네이버 Geocoding API","확인 완료","37.5634867","126.9815301","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1686","다비치안경 신사역점","서울특별시강남구도산대로109(신사동, (동원빌딩 1층))","02-517-5659","할인","REUSED","네이버 Geocoding API","확인 완료","37.5168691","127.0205249","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1687","원앤원안경","서울특별시성동구마장로186(홍익동)","02-2291-8001","할인","REUSED","네이버 Geocoding API","확인 완료","37.5666065","127.0304395","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1688","안경나라 관악낙성대점","서울특별시관악구남부순환로1911(봉천동)","02-883-6006","할인","REUSED","네이버 Geocoding API","확인 완료","37.4780053","126.961894","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1689","모던안경콘텍트타운","서울특별시성동구성덕정길89(성수동2가)","02-463-2558","할인","REUSED","네이버 Geocoding API","확인 완료","37.5378974","127.053522","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1690","안경하다","서울특별시강동구고덕로385(고덕동, (그라시움 4상가 101호))","02-6015-5656","할인","REUSED","네이버 Geocoding API","확인 완료","37.5573672","127.1684125","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1691","안경나라 신길점","서울특별시영등포구가마산로455(신길동, (1층))","02-831-1010","할인","REUSED","네이버 Geocoding API","확인 완료","37.5060104","126.9069504","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1692","경복궁누룽지백숙","경기도부천시 원미구신흥로170- 1(중동)","0507-1435-8866","할인","MATCHED","네이버 Geocoding API","확인 완료","37.498892","126.7785354","경기도 부천시 원미구 신흥로 170-1 위브더스테이트","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1693","눈높은 돼지","경기도부천시 소사구송내대로42번길161층 (송내동, 성민빌딩)","0507-1489-3498","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4873801","126.7539048","경기도 부천시 소사구 송내대로 42","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1694","쿡마스터","경기도과천시별양로164101호(부림동)","02-403-9455","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1695","타임안경마트","서울특별시양천구목동서로377(신정동, (A동 104호))","02-2642-4350","할인","REUSED","네이버 Geocoding API","확인 완료","37.5161604","126.8621608","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1696","으뜸50안경 압구정역점","서울특별시강남구논현로841(신사동, (2층 210호))","02-544-5005","할인","REUSED","네이버 Geocoding API","확인 완료","37.5240297","127.027762","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1697","아이템안경원","서울특별시강남구자곡로201(자곡동, (1층))","02-2226-5259","할인","REUSED","네이버 Geocoding API","확인 완료","37.4753785","127.1047297","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1699","그랑프리안경 금천구청점","서울특별시금천구시흥대로291(독산동, (롯데캐슬상가 L층 39호))","02-802-1472","할인","REUSED","네이버 Geocoding API","확인 완료","37.459981","126.8972935","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1701","아이닥터 안경콘택트","서울특별시동작구동작대로29길49(사당동, (2층))","02-537-0980","할인","REUSED","네이버 Geocoding API","확인 완료","37.4883882","126.9793014","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1702","스튜디오 안경원","서울특별시강서구마곡중앙5로87(마곡동, (103호))","02-2662-7392","할인","REUSED","네이버 Geocoding API","확인 완료","37.5671749","126.8177747","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1703","홍콩안경","서울특별시도봉구방학로187(방학동, (한화A상가 104호))","02-956-3786","할인","REUSED","네이버 Geocoding API","확인 완료","37.6619755","127.0313894","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1704","으뜸50안경 연신내점","서울특별시은평구통일로845(대조동, (2층))","02-356-9127","할인","REUSED","네이버 Geocoding API","확인 완료","37.6185891","126.9211218","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1705","신라아이파크면세점","서울특별시용산구한강대로23길55(한강로3가)","02-1688-8800","할인","REUSED","네이버 Geocoding API","확인 완료","37.5297718","126.9647415","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1708","카페카린","경기도안양시 동안구관악대로2721층 (비산동)","031-386-1646","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1709","펜스바버샵","경기도안양시 동안구시민대로230(관양동)","010-9966-1423","할인","MATCHED","네이버 Geocoding API","확인 완료","37.3923016","126.9565208","경기도 안양시 동안구 시민대로 230 평촌아크로타워","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1748","안경마루(문학점)","인천광역시미추홀구소성로350(문학동)","032-423-1001","할인","REUSED","네이버 Geocoding API","확인 완료","37.4371095","126.6863055","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1750","누네안과병원","경기도남양주시진접읍해밀예당1로284,5층 (진접읍연평리, 진접농협)","031-522-5292","할인","ADDRESS_MISMATCH","","재확인 필요","","","","도로명·건물번호가 원본과 일치하지 않음"
"1751","민스","경기도의정부시안말로8번길481층 (호원동)","031-837-1360","할인","ADDRESS_MISMATCH","","재확인 필요","","","","도로명·건물번호가 원본과 일치하지 않음"
"1801","부천메트로신경외과의원","경기도부천시 소사구소사로231(소사본동, 4, 5층)","032-346-6689","할인","REUSED","네이버 Geocoding API","확인 완료","37.4789657","126.7952894","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1802","산내동물병원","경기도파주시심학산로423번길7- 33201호(목동동, 준프라자)","031-948-6669","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1803","허리업정형외과의원","경기도남양주시다산중앙로123번길21- 53층 (다산동)","031-552-1777","할인","ADDRESS_MISMATCH","","재확인 필요","","","","도로명·건물번호가 원본과 일치하지 않음"
"1916","한제소곱창전골 수원금곡점","경기도수원시 권선구금곡로197번길18- 23(금곡동, 108호, 109호)","0507-1399-9407","할인","MATCHED","네이버 Geocoding API","확인 완료","37.2750546","126.9527467","경기도 수원시 권선구 금곡로197번길 18-23 해피라움블루","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1917","한제소곱창전골 목감점","경기도시흥시산현마을길33- 21층 (산현동)","031-439-0472","할인","ADDRESS_MISMATCH","","재확인 필요","","","","도로명·건물번호가 원본과 일치하지 않음"
"1918","한제소곱창전골 신대방삼거리역점","서울특별시동작구여의대방로22길121- 0(신대방동, 상가동 1층 1444호, 1445호)","0507-1359-9161","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4985848","126.9262263","서울특별시 동작구 여의대방로22길 121 보라매자이 더 포레스트","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1919","한제소곱창전골 안양일번가점","경기도안양시 만안구장내로139- 01층 (안양동)","031-466-5515","할인","MATCHED","네이버 Geocoding API","확인 완료","37.397925","126.922932","경기도 안양시 만안구 장내로 139","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1920","미금세브란스치과","경기도성남시 분당구성남대로151213호2층 (구미동)","031-604-2875","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1929","레이트 체크아웃","경기도연천군전곡읍은대성로984층 (전곡읍은대리)","0507-1367-7682","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1933","뉴엔치과의원","서울특별시서초구강남대로405(서초동, 통영빌딩 3층)","02-534-2755","할인","REUSED","네이버 Geocoding API","확인 완료","37.4987858","127.0267117","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1939","허리업의원(김포점)","경기도김포시중봉1로17(감정동, 3층)","031-983-1175","할인","REUSED","네이버 Geocoding API","확인 완료","37.6233037","126.6993417","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1961","꽃담수","경기도의정부시망월로18- 11107동102호(호원동, 신일타운하우스)","0507-1336-0669","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1962","엠플러스병원","경기도용인시 기흥구동백중앙로2658층 (중동, 동백지구 더엠플라자)","031-285-6900","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1964","에이치엠에스피트니스","경기도수원시 권선구호매실로90번길1164층 (호매실동, 블루테라스)","010-8380-7475","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1965","수원독일보청기","경기도수원시 장안구파장로82번길파장동(파장동)","031-891-9275","할인","REUSED","네이버 Geocoding API","확인 완료","37.3065437","126.992109","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1966","의왕레일파크","경기도의왕시왕송못동로209(월암동)","031-462-3001","할인","REUSED","네이버 Geocoding API","확인 완료","37.310886","126.9503037","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1967","명주병원","경기도용인시 처인구금령로106번길39(김량장동, 8-6)","1522-8119","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1971","빛오름","경기도수원시 팔달구고화로1171층 (화서동)","0507-1317-2397","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1972","윌스기념병원","경기도수원시 팔달구경수대로437(인계동)","031-240-6281","할인","REUSED","네이버 Geocoding API","확인 완료","37.2652013","127.02548","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1978","투오프커피","서울특별시강남구역삼로9길20(역삼동, (1층))","070-7704-6600","할인","MATCHED","네이버 Geocoding API","확인 완료","37.495297","127.0339254","서울특별시 강남구 역삼로9길 20","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1980","강남병원","경기도용인시 기흥구중부대로411(신갈동)","031-300-0163","할인","REUSED","네이버 Geocoding API","확인 완료","37.2736747","127.1114342","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1981","김기록치과","경기도수원시 영통구효원로4002층 (매탄동, 탑프라자)","031-306-2811","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1983","더 이로운","인천광역시제물포구우현로87번길28(인현동, 1층)","032-777-4333","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4752594","126.6291652","인천광역시 제물포구 우현로87번길 28","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1984","명가의 뜰(인천공항)","인천광역시영종구공항로272(운서동, (인천공항))","032-743-4834","할인","REUSED","네이버 Geocoding API","확인 완료","37.4583507","126.4276993","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1986","명가의 뜰(김포공항)","서울특별시강서구하늘길112(공항동, (김포공항))","02-2661-4830","할인","REUSED","네이버 Geocoding API","확인 완료","37.5587842","126.8033552","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1987","플랜튜드 용산","서울특별시용산구한강대로23길55(한강로3가, 아이파크몰테이스트파크 7층)","050-71390-0798","할인","REUSED","네이버 Geocoding API","확인 완료","37.5297718","126.9647415","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1988","포스웨이브 드론교육원","경기도포천시호국로1007309호(선단동, 대진대학교 산학협력단)","0507-1397-7000","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1989","플랜튜드 코엑스","서울특별시강남구영동대로513(삼성동)","02-551-3933","할인","REUSED","네이버 Geocoding API","확인 완료","37.5118239","127.0591591","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1990","롯데시티호텔 구로 씨카페","서울특별시구로구디지털로300(구로동)","02-6210-1090","할인","REUSED","네이버 Geocoding API","확인 완료","37.4849271","126.8965381","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1991","더카라 뷔페(서머셋호텔분당)","경기도성남시 분당구황새울로311번길36(서현동)","031-724-0822","할인","REUSED","네이버 Geocoding API","확인 완료","37.3865396","127.1212274","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
