"업종명","업소명","시도","시군구","소재지도로명주소","소재지지번주소","위도","경도","좌표출처","좌표출처URL","좌표검증상태","할인정보","적용대상","이용조건","인증방법","업소전화번호","출처유형","출처URL","최근확인일","혜택상태","수집자","비고"
"카페","그릭당","경기도","의정부시","경기도 의정부시시민로19번길22- 9(의정부동, 1층)","","37.7393072","127.0371584","","","재확인 필요","서비스 이용료의 10% 할인 세부 증빙자료 : 당해연도 동원훈련이수증,모범예비군증,복무확인서,병역명문가증","예비군(당해연도 병무청 주관 동원훈련 이수자 및 병무청 모범 예비군 선발자),복무중인 사람,병역명문가","없음 | 혜택기간: 2025-04-03~2026-12-31","당해연도 동원훈련이수증,모범예비군증,복무확인서","031-877-0370","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"카페","꽃담수","경기도","의정부시","경기도 의정부시망월로18- 11107동102호(호원동, 신일타운하우스)","","37.7082407","127.0458436","","","재확인 필요","서비스 이용료의 5% 할인","동원훈련 이수자, 현역병.사회복무요원 등 복무자, 병역명문가","제한없음 | 혜택기간: 2024-04-03~2026-12-31","당해년도 훈련이수증, 복무확인서, 병역명문가증","0507-1336-0669","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"카페","민스","경기도","의정부시","경기도 의정부시안말로8번길481층 (호원동)","","37.7130473","127.0427144","","","재확인 필요","(카페)음료 5% 할인","예비군(당해년도 훈련이수자 및 모범예비군), 복무중인 사람, 병역명문가","제한없음 | 혜택기간: 2023-12-15~","당해년도 훈련이수증, 복무확인서, 병역명문가증","031-837-1360","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","수진이네","경기도","이천시","경기도 이천시신둔면경충대로3159번길12- 26(신둔면수광리)","","37.3095671","127.4007183","","","재확인 필요","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-08-13~","동원훈련이수증,모범예비군증,복무확인서 등","0507-1311-7222","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"미용·뷰티","예원헤어크레앙스","경기도","파주시","파주시 적성면 솥뒤로 16","경기도 파주시 적성면 마지리 45-11","37.9556797801","126.9177690718","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-8877","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"숙박","승원장","경기도","파주시","파주시 적성면 칠중5길 8","경기도 파주시 적성면 구읍리 645-1","37.9549601271","126.9210793821","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-4347","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","감악산한우마을구이식당","경기도","파주시","파주시 적성면 솥뒤로 38-1","경기도 파주시 적성면 마지리 39-12","37.9572403082","126.9160076151","","","재확인 필요","카드 5%할인+현금 10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-4992","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","그때그집","경기도","파주시","파주시 적성면 솥뒤로 15","경기도 파주시 적성면 마지리 45-5","37.9554284158","126.9175071931","","","재확인 필요","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-8246","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","능이백숙오리닭칼국수","경기도","파주시","파주시 적성면 칠중2길 144","경기도 파주시 적성면 구읍리 162-4","37.9564270142","126.9272009682","","","재확인 필요","찰밥 또는 국수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-3487","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","두지리강촌매운탕","경기도","파주시","파주시 적성면 술이홀로2316번길 31","경기도 파주시 적성면 두지리 88-5","37.9633422498","126.8938211659","","","재확인 필요","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-3858","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","두지리별장매운탕","경기도","파주시","파주시 적성면 술이홀로2316번길 18","경기도 파주시 적성면 두지리 94-9","37.9625791248","126.8939840816","","","재확인 필요","5~10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-3865","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","명랑핫도그 적성점","경기도","파주시","파주시 적성면 청송로 1022 1층","경기도 파주시 적성면 마지리 62-30","37.9542128701","126.9187986172","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-5558","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","산아래","경기도","파주시","파주시 적성면 감악산로1241번길 56","경기도 파주시 적성면 구읍리 577-1","37.9590772331","126.9241057705","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-0818","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","용화반점","경기도","파주시","파주시 적성면 솥뒤로 28 1층","경기도 파주시 적성면 마지리 37-4","37.9564498657","126.9169503206","","","재확인 필요","배달 시 음료수+만두 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-4055","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","원조두지리매운탕 1호점","경기도","파주시","파주시 적성면 술이홀로2316번길 45","경기도 파주시 적성면 두지리 89-1","37.9639335609","126.8938518363","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-5377","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","유진참치","경기도","파주시","파주시 적성면 감악산로 1226","경기도 파주시 적성면 구읍리 162-1","37.9559661955","126.9273629978","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-3309","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","임진강매운탕","경기도","파주시","파주시 적성면 술이홀로2316번길 39","경기도 파주시 적성면 두지리 88-3","37.9637479009","126.8939768251","","","재확인 필요","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-3859","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","임진강 인천식당 한우마을","경기도","파주시","파주시 적성면 솥뒤로37번길 4","경기도 파주시 적성면 마지리 39-29","37.9568787468","126.9158593079","","","재확인 필요","공기밥+음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-3665","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","장단콩퇴골두부","경기도","파주시","파주시 적성면 칠중3길 145","경기도 파주시 적성면 마지리 19-1","37.9499472864","126.9230753665","","","재확인 필요","5~10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-4023","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","장수인삼족발보쌈","경기도","파주시","파주시 적성면 칠중3길 15 1층","경기도 파주시 적성면 구읍리 649-34","37.9544081711","126.9204811344","","","재확인 필요","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-4091","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","짱미엔","경기도","파주시","파주시 적성면 솥뒤로 14-1","경기도 파주시 적성면 마지리 45-12","37.9555808657","126.9177810156","","","재확인 필요","음료수+군만두 제공+곱빼기","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-2670","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","탕수육","경기도","파주시","파주시 적성면 청송로 1061 1층","경기도 파주시 적성면 구읍리 588-1","37.9564278185","126.922398296","","","재확인 필요","곱빼기(2000원 할인) 또는 음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-3569","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","파주연천축협 정육식당","경기도","파주시","파주시 적성면 솥뒤로 32-2","경기도 파주시 적성면 마지리 38-3","37.9568697318","126.9164835509","","","재확인 필요","음료수 제공+20%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-6898","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","현대식당","경기도","파주시","파주시 적성면 청송로 1039","경기도 파주시 적성면 구읍리 650-1","37.9554871992","126.9201808321","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-3953","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","화정족발 적성점","경기도","파주시","파주시 적성면 청송로 1027","경기도 파주시 적성면 마지리 63-46","37.9549101751","126.9190315608","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-1127","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"카페","애플트리","경기도","파주시","파주시 적성면 국사로 293","경기도 파주시 적성면 자장리 147-1","37.9603832798","126.869924467","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","상원포크","경기도","파주시","파주시 조리읍 봉천로 63","경기도 파주시 조리읍 봉일천리 179-2","37.7444010545","126.8046093908","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-949-5100","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","샤브올데이 파주봉일천점","경기도","파주시","파주시 조리읍 통일로 292 1층","경기도 파주시 조리읍 봉일천리 215-10","37.7426378392","126.8115121346","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-942-0310","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"숙박","굿타임","경기도","파주시","파주시 탄현면 새오리로161번길 53-34","경기도 파주시 탄현면 성동리 124-51","37.798459875","126.6837237432","","","재확인 필요","10%이상 할인(숙박요금 70000→60000원)","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-942-6858","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"숙박","벨리타","경기도","파주시","파주시 탄현면 새오리로161번길 53-28","경기도 파주시 탄현면 성동리 124-50","37.7986881388","126.6838771884","","","재확인 필요","10%이상 할인(숙박요금 70000→60000원)","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-942-5858","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"숙박","파주풀빌라워라밸호스텔","경기도","파주시","파주시 탄현면 엘지로 709","경기도 파주시 탄현면 낙하리 269-1","37.835848867","126.735353174","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"숙박","피카소","경기도","파주시","파주시 탄현면 성동로 34","경기도 파주시 탄현면 성동리 679-1","37.7774445234","126.6876938827","","","재확인 필요","20%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-947-5512","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"숙박","헤이리풀빌라워라밸호스텔","경기도","파주시","파주시 탄현면 샘철길 38-12","경기도 파주시 탄현면 성동리 33-24","37.7894434307","126.6887230484","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-949-7602","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"숙박","호텔위즈","경기도","파주시","파주시 탄현면 성동로 20-45","경기도 파주시 탄현면 성동리 679-4","37.7764742311","126.6876757168","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-949-9046","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","DMZ장단콩두부마을","경기도","파주시","파주시 탄현면 평화로 902","경기도 파주시 탄현면 성동리 279","37.7861443704","126.6896376981","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-957-9820","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","더위즈(The WIZ)","경기도","파주시","파주시 탄현면 성동로 20-45","경기도 파주시 탄현면 성동리 679-4","37.7764742311","126.6876757168","","","재확인 필요","20~30%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-944-7779","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","물고기자리","경기도","파주시","파주시 탄현면 헤이리마을길 48-48","경기도 파주시 탄현면 법흥리 1652-413","37.7872412617","126.7002410486","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-941-2695","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","베로키오","경기도","파주시","파주시 탄현면 새오리로 74","경기도 파주시 탄현면 성동리 87-3","37.7908802915","126.6856397612","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-945-3071","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","복드림한우고기","경기도","파주시","파주시 탄현면 새오리로 48","경기도 파주시 탄현면 성동리 67-12","37.7892305336","126.6873956576","","","재확인 필요","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-944-8060","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","어화둥둥","경기도","파주시","파주시 탄현면 새오리로 113-46","경기도 파주시 탄현면 성동리 118","37.7963554983","126.6850985945","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-945-1128","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","옛날시골밥상","경기도","파주시","파주시 탄현면 새오리로 10","경기도 파주시 탄현면 법흥리 752-4","37.7870551597","126.6901549698","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-945-5957","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","오두산막국수 통일로직영점","경기도","파주시","파주시 탄현면 성동로 17","경기도 파주시 탄현면 성동리 674","37.7792259522","126.6867285633","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-945-3370","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","용궁칼국수","경기도","파주시","파주시 탄현면 새오리로 59-52","경기도 파주시 탄현면 성동리 77-1","37.7903486074","126.6839451907","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-948-5527","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","전라도갈치찜전문점","경기도","파주시","파주시 탄현면 매봉길 12","경기도 파주시 탄현면 성동리 52-1","37.7905068782","126.6863285433","","","재확인 필요","3%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-949-7771","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
